year,mountain,max
2007,Berthoud.Pass,22.2
2003,Revelstoke,28.3
2001,LakeEldora,9.9
2002,Revelstoke,2.8
2017,North.Lost.Trail,21.8
1995,Revelstoke,12.3
2015,Revelstoke,23.4
1994,Revelstoke,23.7
2001,Revelstoke,37.9
2015,Revelstoke,-0.1
2005,Tower.Steamboat.,43.9
2001,Revelstoke,36.3
1987,Porphyry.Creek..Monarch.,17.3
2008,Revelstoke,38.8
2013,Revelstoke,41.5
1999,Revelstoke,60
2016,Revelstoke,40.6
2005,Butte,18.3
1996,Revelstoke,13.4
2009,Revelstoke,21.9
2002,Independence.Pass..Butte...Aspen.,12.9
2000,snowbird,37.5
1996,Revelstoke,35.1
1997,Revelstoke,1.2
1987,North.Lost.Trail,15.9
1993,Porphyry.Creek..Monarch.,22.5
2014,Revelstoke,1.9
1987,Cascade.Purgatory.,19
2011,Revelstoke,18.2
1997,Revelstoke,53.4
2011,North.Lost.Trail,25.1
2001,North.Lost.Trail,12.1
1996,North.Lost.Trail,20
2017,Revelstoke,25.7
2018,Revelstoke,34.7
1984,Butte,25.1
2006,FreemontPass.skiCooper.Copper.Breck.,23.7
2007,Revelstoke,58.5
1998,Revelstoke,30
2005,Revelstoke,15.5
1993,Revelstoke,0.4
1999,Revelstoke,73.8
1996,Revelstoke,63.8
1995,Revelstoke,21.1
2015,Revelstoke,33.7
2002,Revelstoke,48.3
2001,Revelstoke,7
1992,Revelstoke,13.8
2004,snowbird,42.9
1987,Independence.Pass..Butte...Aspen.,17.8
1992,Tower.Steamboat.,44.2
1996,Revelstoke,20.4
2001,Revelstoke,25.3
1994,Revelstoke,15.2
2000,Revelstoke,54.2
2005,Revelstoke,-0.1
1997,Revelstoke,18.4
1987,GrizzleyPeak.Keystone.Abasin.Loveland.,13.3
1987,FreemontPass.skiCooper.Copper.Breck.,18.5
1999,Revelstoke,66.4
1995,Revelstoke,4.6
2017,Revelstoke,7.2
2007,LakeEldora,13.1
2001,Revelstoke,3.2
1995,Revelstoke,36.6
1987,Butte,16.3
1999,Tower.Steamboat.,58
1988,Butte,11.5
1994,Tower.Steamboat.,47.9
1998,Revelstoke,65.6
1986,VailMountain,25.5
2018,Revelstoke,3.3
1999,Revelstoke,72.9
1986,squaw,70.5
1994,Revelstoke,49
2010,Revelstoke,39.1
2012,Revelstoke,21.6
1998,Revelstoke,0.9
1986,Tower.Steamboat.,70.4
2018,Porphyry.Creek..Monarch.,11.7
2018,Independence.Pass..Butte...Aspen.,13.6
1996,Berthoud.Pass,30.5
1999,Revelstoke,28.6
1986,Red.Mtn.Pass.Telluride.,27.3
1996,Revelstoke,4.7
2000,Revelstoke,39.8
2012,Revelstoke,3.1
1986,Park.Reservoir.Powderhorn.,39.3
2004,Revelstoke,36.6
2004,Revelstoke,36.1
1981,FreemontPass.skiCooper.Copper.Breck.,14.4
1986,North.Lost.Trail,21.6
2004,Independence.Pass..Butte...Aspen.,14.2
2002,Revelstoke,61.5
2018,snowbird,30
1986,Independence.Pass..Butte...Aspen.,19.5
2001,Revelstoke,29.8
1997,Revelstoke,17.1
2005,Revelstoke,28.2
2014,Revelstoke,25.9
2004,Big Sky,15.9
1995,Revelstoke,43.8
2000,Revelstoke,30.6
1986,Berthoud.Pass,24.8
1999,Revelstoke,80.1
1997,Revelstoke,4.2
2004,Revelstoke,35.4
2016,Revelstoke,40.1
2015,Tower.Steamboat.,32.8
1999,Revelstoke,64
1995,Revelstoke,11.3
2015,Revelstoke,21.4
1995,Revelstoke,42
2018,Revelstoke,39.4
2013,Revelstoke,43.8
1996,Revelstoke,58.5
2004,Revelstoke,7.6
1985,VailMountain,27.8
1999,Revelstoke,55.7
1993,Revelstoke,27.7
1985,Tower.Steamboat.,54.8
2008,Revelstoke,46.5
2017,GrizzleyPeak.Keystone.Abasin.Loveland.,22.1
1996,Revelstoke,11.7
1995,Revelstoke,17.2
1996,Revelstoke,7.9
1994,Revelstoke,48.3
2012,Revelstoke,37.1
1986,Butte,24.1
2014,Revelstoke,4.3
2017,Park.Reservoir.Powderhorn.,30.6
1996,Revelstoke,22.9
2009,Revelstoke,19.2
2003,Revelstoke,18
1999,Revelstoke,31.2
2000,WolfCreekSummit,18.2
1998,Revelstoke,5.7
1994,Revelstoke,7.8
1996,Revelstoke,8.8
2018,Revelstoke,0
1992,Red.Mtn.Pass.Telluride.,26.5
1994,Independence.Pass..Butte...Aspen.,18.6
1985,Park.Reservoir.Powderhorn.,38
1999,Revelstoke,81.5
2008,Revelstoke,45.9
2005,VailMountain,20
2010,Revelstoke,41.6
1994,Revelstoke,51.5
1994,Revelstoke,49.1
1986,LakeEldora,11.1
1999,Revelstoke,56.1
2001,Revelstoke,38.4
1985,LakeEldora,11
1993,Revelstoke,0.5
2013,Revelstoke,17.6
1994,Revelstoke,41.7
1985,Independence.Pass..Butte...Aspen.,17.8
2005,Revelstoke,0.8
1999,Revelstoke,55
1995,Revelstoke,33
2008,Revelstoke,0.7
1985,GrizzleyPeak.Keystone.Abasin.Loveland.,17.8
2014,Revelstoke,12.5
1996,Revelstoke,58.9
1994,Red.Mtn.Pass.Telluride.,23.1
2002,Revelstoke,51.3
1995,Revelstoke,22.6
2000,Revelstoke,7.5
1996,Revelstoke,11.2
1993,Revelstoke,33.1
2013,Revelstoke,-0.1
1985,Butte,19.5
1993,Revelstoke,7.1
1994,Revelstoke,23.5
1985,Berthoud.Pass,20.8
1984,VailMountain,39.1
2000,Porphyry.Creek..Monarch.,17.4
1998,Revelstoke,18
1999,Revelstoke,65.7
2010,Porphyry.Creek..Monarch.,16.7
1999,Revelstoke,19.2
1984,Independence.Pass..Butte...Aspen.,26.7
1993,Revelstoke,28.9
1994,Revelstoke,21.7
2001,Revelstoke,12.5
2012,Revelstoke,19.8
1984,FreemontPass.skiCooper.Copper.Breck.,29.1
2006,GrizzleyPeak.Keystone.Abasin.Loveland.,21.6
2003,Revelstoke,42.4
2015,Revelstoke,10.9
1996,Revelstoke,0.6
1998,Revelstoke,45.4
2007,Red.Mtn.Pass.Telluride.,23.7
1998,FreemontPass.skiCooper.Copper.Breck.,16.8
2016,Revelstoke,20.1
2010,Revelstoke,26.9
1987,Tower.Steamboat.,38
2010,Revelstoke,9.4
2007,Revelstoke,40.3
2000,Revelstoke,47
1995,Revelstoke,33.1
1999,WolfCreekSummit,39.6
2001,Revelstoke,15
2014,Revelstoke,46.7
1983,VailMountain,37.3
1999,Revelstoke,12.5
1999,Revelstoke,8.5
2014,Revelstoke,42.9
1992,Revelstoke,3.9
2016,snowbird,NA
1983,Tower.Steamboat.,63.9
2012,Revelstoke,25
2006,Revelstoke,1
1996,Revelstoke,5.4
1983,Park.Reservoir.Powderhorn.,50.2
2001,Revelstoke,34.9
1983,LakeEldora,14
1990,GrizzleyPeak.Keystone.Abasin.Loveland.,16.7
2013,Revelstoke,56
2008,Revelstoke,53.3
1987,Park.Reservoir.Powderhorn.,34.5
2013,squaw,35.1
1997,Revelstoke,15.6
2004,Revelstoke,0.1
1994,Revelstoke,32.5
1983,Independence.Pass..Butte...Aspen.,19.1
2006,Revelstoke,41.4
1983,GrizzleyPeak.Keystone.Abasin.Loveland.,26.5
2015,Revelstoke,6.1
2002,Butte,10.1
1983,FreemontPass.skiCooper.Copper.Breck.,24.8
2016,FreemontPass.skiCooper.Copper.Breck.,19.9
2007,Revelstoke,32
1998,Revelstoke,36.9
2002,FreemontPass.skiCooper.Copper.Breck.,12.2
2012,Revelstoke,1
2003,Jackson Hole,25.4
2009,Revelstoke,0.7
2000,Revelstoke,58.3
1984,Tower.Steamboat.,61.8
2017,Cascade.Purgatory.,19.4
1988,North.Lost.Trail,15.6
1994,Revelstoke,25.7
1993,Revelstoke,11.1
2010,Revelstoke,32.5
2003,Revelstoke,NA
1983,Cascade.Purgatory.,18.5
2008,Revelstoke,43.3
2011,Porphyry.Creek..Monarch.,19.7
2011,Berthoud.Pass,34.8
1987,Berthoud.Pass,17.5
2018,Revelstoke,2.5
1995,Revelstoke,18.9
2000,Revelstoke,43.3
1997,Jackson Hole,44.3
2005,Whistler,34.09448819
1995,Revelstoke,43
2013,Revelstoke,47.6
1983,Berthoud.Pass,32.6
2017,Revelstoke,43.4
1999,snowbird,50.5
2002,Revelstoke,59.6
1986,Porphyry.Creek..Monarch.,16.3
2004,Revelstoke,25.7
1997,Revelstoke,47.5
2005,WolfCreekSummit,53.6
1982,VailMountain,31.6
1988,Park.Reservoir.Powderhorn.,28.5
1996,Revelstoke,2.3
1982,Tower.Steamboat.,59.9
1999,Revelstoke,69.6
1982,Porphyry.Creek..Monarch.,21.6
1982,Park.Reservoir.Powderhorn.,41
1997,Revelstoke,51.9
1993,Revelstoke,20.6
1993,North.Lost.Trail,28.6
2018,Revelstoke,39
2017,Revelstoke,41.3
1982,LakeEldora,10.5
1993,Revelstoke,11.8
2013,Revelstoke,16
1991,LakeEldora,10.1
2008,snowbird,57.8
1997,snowbird,58.3
2009,Revelstoke,0.8
1995,Revelstoke,12.9
1989,Porphyry.Creek..Monarch.,13.1
1997,Red.Mtn.Pass.Telluride.,34.9
1978,VailMountain,10.4
2017,WolfCreekSummit,42
2013,Revelstoke,1.9
2018,Revelstoke,33.2
2011,Revelstoke,5
1982,FreemontPass.skiCooper.Copper.Breck.,22.6
1993,Revelstoke,8.7
2010,Berthoud.Pass,24.5
2017,Revelstoke,0
1995,Revelstoke,41.4
1995,Revelstoke,39.6
1992,Revelstoke,5.7
2013,Revelstoke,41.4
2012,Revelstoke,29
1993,Revelstoke,21.9
1982,Cascade.Purgatory.,17.1
1982,Butte,20.1
1997,Revelstoke,50.2
2014,Revelstoke,46.6
2016,Revelstoke,20.4
1995,Revelstoke,5.3
1994,Revelstoke,51.7
1982,Berthoud.Pass,23.6
2015,Revelstoke,41.2
2012,Independence.Pass..Butte...Aspen.,10.7
1996,Revelstoke,44.2
1990,Porphyry.Creek..Monarch.,13.5
1998,Revelstoke,1.6
2009,Jackson Hole,31.4
2009,Revelstoke,20.4
2004,Revelstoke,11.4
2005,Red.Mtn.Pass.Telluride.,30.9
1996,Revelstoke,47.1
2004,Revelstoke,42.1
2008,Revelstoke,36.5
1996,Revelstoke,9.2
2015,Revelstoke,5.6
2003,Revelstoke,41
1981,Red.Mtn.Pass.Telluride.,17.9
2018,FreemontPass.skiCooper.Copper.Breck.,20.4
2008,GrizzleyPeak.Keystone.Abasin.Loveland.,23
1989,VailMountain,21.3
2000,Revelstoke,56.2
2018,Revelstoke,36.1
2013,Red.Mtn.Pass.Telluride.,19.6
1984,Red.Mtn.Pass.Telluride.,44.5
2015,Independence.Pass..Butte...Aspen.,15.3
1997,Revelstoke,36
2015,LakeEldora,11.9
1981,LakeEldora,5.7
2001,Revelstoke,36.5
1981,Independence.Pass..Butte...Aspen.,12.6
2017,Revelstoke,23.9
2012,Revelstoke,12.5
2016,Butte,13.3
1996,Revelstoke,39.6
1994,Revelstoke,52.7
1998,Revelstoke,15.2
2015,Butte,11.5
2009,Butte,18.5
2006,Revelstoke,12.3
1981,GrizzleyPeak.Keystone.Abasin.Loveland.,9.8
1991,Independence.Pass..Butte...Aspen.,17.4
2005,Cascade.Purgatory.,20.3
2000,Revelstoke,62
2003,Revelstoke,30.4
2015,Revelstoke,22.8
1981,Butte,9
2017,snowbird,59.3
1997,Revelstoke,25.7
1996,Revelstoke,57.2
2000,Revelstoke,63
2006,Revelstoke,35.9
1981,Berthoud.Pass,13.8
2003,Revelstoke,26
1996,Revelstoke,65.3
1988,FreemontPass.skiCooper.Copper.Breck.,18.6
1994,Revelstoke,17.2
1999,Revelstoke,NA
1980,VailMountain,31.4
1999,Cascade.Purgatory.,10.2
2016,Revelstoke,0.2
1994,VailMountain,20
2017,Revelstoke,40.5
1998,Revelstoke,57.5
1980,Tower.Steamboat.,59.8
2003,Revelstoke,43.5
1995,Revelstoke,39.4
1998,Revelstoke,66.5
2012,Revelstoke,6.5
1993,Revelstoke,0.6
2017,Revelstoke,13.8
1997,Revelstoke,1.3
1983,Red.Mtn.Pass.Telluride.,37
1994,Revelstoke,29.5
2009,Revelstoke,27.5
2001,Revelstoke,19.1
2004,LakeEldora,7.5
1995,Revelstoke,0.3
2005,Revelstoke,38.1
1980,Park.Reservoir.Powderhorn.,41.2
2018,Revelstoke,21.7
2006,Revelstoke,44.1
1993,Revelstoke,19
1998,Revelstoke,18.4
2004,Revelstoke,42.6
1996,Revelstoke,47.6
2006,Revelstoke,39.7
1980,LakeEldora,18.8
2002,Revelstoke,35.7
1994,Revelstoke,37.8
1995,Revelstoke,32.7
2008,Revelstoke,47.5
1980,Cascade.Purgatory.,31.6
2018,Cascade.Purgatory.,4.5
2012,Revelstoke,31.8
2000,Revelstoke,18.1
2001,Revelstoke,21
2009,Revelstoke,40.7
1993,Revelstoke,17
1980,Berthoud.Pass,27.1
2000,Revelstoke,57.2
1979,VailMountain,34.3
1997,Revelstoke,55.5
1997,Revelstoke,3.6
1995,Revelstoke,9.7
2005,Revelstoke,3.7
1993,Revelstoke,31.1
1994,Revelstoke,49.6
1994,Revelstoke,32.4
1996,Revelstoke,NA
1988,Berthoud.Pass,22.6
1996,Revelstoke,59.8
2000,Revelstoke,43
1998,Revelstoke,34.4
1979,Cascade.Purgatory.,32.2
2014,Revelstoke,34.5
1997,Revelstoke,28.8
2014,Revelstoke,46.8
2013,Revelstoke,2
2000,Revelstoke,39.9
1992,Revelstoke,8.8
1994,Revelstoke,12.6
1978,Porphyry.Creek..Monarch.,6.4
1999,Revelstoke,74.6
2001,Revelstoke,13.1
2018,Revelstoke,22.8
1978,Park.Reservoir.Powderhorn.,13.6
2000,Revelstoke,41.4
2012,Butte,8.2
2013,Jackson Hole,25.5
2013,Revelstoke,32.8
2006,Berthoud.Pass,24
1995,Revelstoke,34.3
2005,Revelstoke,41.6
1993,Revelstoke,34.1
1994,GrizzleyPeak.Keystone.Abasin.Loveland.,18.4
2017,Revelstoke,44.8
1998,WolfCreekSummit,35.9
1993,Revelstoke,16.4
1996,GrizzleyPeak.Keystone.Abasin.Loveland.,29.5
2014,Revelstoke,38
2014,squaw,22
1981,squaw,38.4
2005,Revelstoke,19.5
1998,Revelstoke,37
2010,VailMountain,20.8
1995,Revelstoke,44.3
2017,Revelstoke,6.1
1993,Revelstoke,2.3
2002,Revelstoke,28.5
1993,Revelstoke,13
1996,Revelstoke,43.9
1999,Revelstoke,43.4
2009,Revelstoke,25.7
2000,Revelstoke,15.4
1982,squaw,92.1
1995,Revelstoke,30.2
2002,Revelstoke,57.4
2002,Revelstoke,11.3
2014,Revelstoke,25
1989,squaw,54.5
2015,Revelstoke,33.3
1996,Revelstoke,0.9
2014,Revelstoke,14.4
2007,Revelstoke,53
1990,squaw,27.9
1991,squaw,33.2
1993,Revelstoke,24.7
2008,Revelstoke,9
2011,snowbird,75.1
2001,squaw,36
1995,Revelstoke,7.5
2000,Revelstoke,21.5
2002,squaw,62.3
2003,squaw,68.4
2015,Berthoud.Pass,19.4
1995,Cascade.Purgatory.,13.3
2004,squaw,49.9
1992,Revelstoke,15
2000,Berthoud.Pass,19.3
2011,Revelstoke,10.4
2006,squaw,88.5
1987,WolfCreekSummit,41.3
2009,squaw,46.7
2006,Revelstoke,1.9
1997,Revelstoke,16.2
2000,Jackson Hole,23.9
1995,Revelstoke,25.2
2011,squaw,73.4
1993,Revelstoke,9.4
2002,Revelstoke,51.4
1995,Revelstoke,27.2
2006,Revelstoke,48.9
1993,Revelstoke,19.3
2008,Revelstoke,45.6
2012,squaw,35.4
2017,squaw,82.8
1994,Revelstoke,0.8
2010,squaw,51.7
1992,Revelstoke,4.4
1981,Tower.Steamboat.,32.2
2002,Cascade.Purgatory.,5.7
1994,Revelstoke,12.1
1992,Revelstoke,4.8
2006,Revelstoke,49.2
1995,Revelstoke,6.5
2015,Park.Reservoir.Powderhorn.,17.3
1994,Revelstoke,20.5
1993,Revelstoke,34
2011,Revelstoke,20.1
2007,Revelstoke,9.7
2007,Revelstoke,50.9
1992,Revelstoke,7.7
1992,Revelstoke,7.8
2001,Revelstoke,3.8
1992,Revelstoke,9.1
1993,Revelstoke,34.8
1992,Revelstoke,9.9
1992,Revelstoke,10.6
2013,Revelstoke,5
1998,Revelstoke,1.9
2017,Revelstoke,12.6
2009,LakeEldora,17.2
1992,Revelstoke,11.7
1994,Revelstoke,33.2
2000,Revelstoke,45.5
2010,Revelstoke,32
1999,Revelstoke,22.1
2003,Revelstoke,12.9
1994,Revelstoke,0.1
2018,Revelstoke,44.8
1992,Revelstoke,12
1999,Revelstoke,12.8
2006,Revelstoke,38.8
2004,VailMountain,16.8
2003,VailMountain,28
1993,Revelstoke,15.1
1994,Revelstoke,47.6
2001,Revelstoke,36.9
1999,Revelstoke,54.6
1993,Revelstoke,15.3
1993,Revelstoke,15.4
1993,Revelstoke,28.7
2014,Revelstoke,8.3
2003,Revelstoke,33.1
1993,Revelstoke,18.7
2014,Revelstoke,30.9
1996,Revelstoke,50
1993,Revelstoke,18.1
1989,GrizzleyPeak.Keystone.Abasin.Loveland.,14.4
1995,Revelstoke,38.1
2003,Revelstoke,25.4
1993,Revelstoke,19.8
1997,Revelstoke,53.1
2013,Revelstoke,37.4
1993,Revelstoke,19.9
2015,snowbird,21.6
1995,Revelstoke,40.9
2012,Revelstoke,7.3
1993,Revelstoke,20.7
1988,LakeEldora,12.7
2018,Revelstoke,7.5
1996,Revelstoke,54
2005,Revelstoke,38.4
2013,Revelstoke,8.4
1993,Revelstoke,11.4
1995,Revelstoke,42.1
2010,snowbird,40.4
1997,Revelstoke,45.3
2017,Revelstoke,53.8
2014,North.Lost.Trail,19.5
1993,Revelstoke,20.9
2009,North.Lost.Trail,23.6
1994,Revelstoke,45.8
1998,Revelstoke,64.3
1997,Revelstoke,42.2
2001,Independence.Pass..Butte...Aspen.,15.1
1987,VailMountain,17.8
1993,Revelstoke,22.6
1997,Revelstoke,55.9
1996,Revelstoke,64.9
1993,Revelstoke,22.8
2018,Revelstoke,14.6
2004,Revelstoke,35.5
1993,Revelstoke,23
1995,Revelstoke,43.2
1996,Revelstoke,55.6
2006,Revelstoke,47.7
1993,Revelstoke,23.3
1993,Revelstoke,24.1
1993,Revelstoke,24.4
1981,Porphyry.Creek..Monarch.,10.2
1994,Revelstoke,4.4
1993,Revelstoke,25.1
1994,Revelstoke,7.6
1998,Revelstoke,0.8
1994,Revelstoke,47.7
1996,Revelstoke,54.2
1998,Revelstoke,32.6
1996,Revelstoke,37.2
2017,Revelstoke,4.8
1994,Revelstoke,49.4
2004,Revelstoke,40.5
1993,Revelstoke,25.5
2002,Revelstoke,56
2000,Revelstoke,3.9
1999,Revelstoke,10.1
2003,Revelstoke,2.7
1993,Revelstoke,25.6
1993,Revelstoke,26
1993,Revelstoke,27
1993,Revelstoke,27.8
1993,Revelstoke,28.1
1986,GrizzleyPeak.Keystone.Abasin.Loveland.,23.1
1997,Revelstoke,49.5
1993,Revelstoke,28.3
2009,Revelstoke,32.2
2015,Cascade.Purgatory.,7.5
1996,Revelstoke,46.3
2015,Revelstoke,24.1
1993,Revelstoke,29.1
2000,Revelstoke,4.2
2017,Revelstoke,35.2
1997,Revelstoke,51.5
1993,Revelstoke,29.2
1999,GrizzleyPeak.Keystone.Abasin.Loveland.,19.5
2011,Cascade.Purgatory.,15.3
2010,Revelstoke,40.2
1999,Revelstoke,72.4
2005,Revelstoke,41.9
1995,GrizzleyPeak.Keystone.Abasin.Loveland.,24
2018,Revelstoke,20.2
2013,Revelstoke,23.8
2005,Revelstoke,35.1
1993,Revelstoke,29.8
2013,Revelstoke,22.4
1993,Revelstoke,30.6
1978,Cascade.Purgatory.,13.7
1993,Revelstoke,30.7
1991,North.Lost.Trail,17.5
1978,Berthoud.Pass,7
2016,Revelstoke,45.9
1988,Jackson Hole,23.8
1993,Revelstoke,31.6
1993,Revelstoke,32.2
2002,Tower.Steamboat.,30.6
2005,Revelstoke,39.6
1993,Revelstoke,32.1
1999,Revelstoke,56.3
1998,Revelstoke,11.3
2018,Revelstoke,22.7
2013,Revelstoke,26.3
1995,Revelstoke,24
1993,Revelstoke,32.6
1993,Revelstoke,33
1984,Berthoud.Pass,33.4
1994,Revelstoke,20
1995,Revelstoke,16.8
1993,Revelstoke,34.4
2006,Revelstoke,15.5
2013,Butte,11.8
1993,Revelstoke,32.3
2013,Revelstoke,34.1
1996,squaw,65.1
1996,Revelstoke,13.8
1993,Revelstoke,29.6
2003,Revelstoke,3.2
1993,Revelstoke,26.4
2004,Revelstoke,8.1
1996,Revelstoke,2.5
1994,Revelstoke,33.7
1996,Revelstoke,62.8
1995,Revelstoke,20.6
2015,Revelstoke,32.7
2002,Revelstoke,47.3
2013,North.Lost.Trail,16
2000,Revelstoke,46
2006,Revelstoke,47.8
1994,Revelstoke,35.4
2002,Revelstoke,61.1
1998,Revelstoke,25.3
1993,Revelstoke,12.2
1994,Revelstoke,2.2
2003,Revelstoke,20.6
1979,Berthoud.Pass,23.3
2018,Revelstoke,40.3
1993,Revelstoke,5.8
1993,Revelstoke,3
1991,snowbird,40
2014,Revelstoke,47.2
1994,Revelstoke,26.5
1993,Revelstoke,1.1
2009,VailMountain,28.1
1995,Revelstoke,0.1
1993,Revelstoke,NA
1996,Revelstoke,63.9
1999,Revelstoke,63.4
2003,Revelstoke,37
1993,Revelstoke,2.4
2013,Revelstoke,35.4
1993,Revelstoke,18.9
1994,Revelstoke,7.2
1993,Revelstoke,2.9
2012,Revelstoke,30
2013,Revelstoke,43.4
2008,Independence.Pass..Butte...Aspen.,26.8
1993,Revelstoke,5
1993,Revelstoke,5.1
2006,LakeEldora,14.2
2006,Revelstoke,42.2
1993,Revelstoke,7.7
1994,Revelstoke,44.6
2016,Revelstoke,47.2
2018,squaw,36.2
1993,Revelstoke,8
2004,Revelstoke,19
1994,Revelstoke,18.8
2006,Revelstoke,27.3
2001,Revelstoke,38.2
2009,Revelstoke,27.6
2002,Revelstoke,25.5
2001,Revelstoke,35.7
1993,Revelstoke,11.5
2018,Revelstoke,7.8
1993,Revelstoke,12.4
1993,Revelstoke,13.3
1993,Revelstoke,14.8
2013,Cascade.Purgatory.,11.5
2000,Revelstoke,66.3
2014,Revelstoke,26.4
1995,Revelstoke,44.8
2012,GrizzleyPeak.Keystone.Abasin.Loveland.,11.9
2014,Revelstoke,7.3
1993,Revelstoke,19.2
2002,Jackson Hole,24.2
1995,Revelstoke,39.1
2000,Revelstoke,53
2000,Revelstoke,44.5
2000,Revelstoke,57.4
2016,Revelstoke,14
1994,Revelstoke,32.2
2015,Revelstoke,31.6
1996,Revelstoke,61.3
1994,Revelstoke,26.9
1981,Park.Reservoir.Powderhorn.,17.9
1997,Revelstoke,25.1
1994,Revelstoke,32.6
2002,Revelstoke,48.5
1989,Park.Reservoir.Powderhorn.,29.8
1994,Revelstoke,52.5
2012,Revelstoke,14.8
1994,Revelstoke,33
2010,Jackson Hole,19.1
1998,Revelstoke,30.7
1979,Porphyry.Creek..Monarch.,20.1
1999,Revelstoke,41.1
2006,snowbird,68.9
2002,Revelstoke,50
1994,Revelstoke,34.1
1994,Revelstoke,34.3
1999,Revelstoke,44.9
1997,Revelstoke,39.1
2010,Revelstoke,38.1
1994,Revelstoke,48
1994,Revelstoke,48.7
1994,Revelstoke,49.9
2003,Revelstoke,23.6
2016,Revelstoke,20
2011,Revelstoke,18
1994,Revelstoke,48.2
1994,Revelstoke,30.9
1997,Revelstoke,29.1
1999,Revelstoke,40.4
1994,Revelstoke,49.8
1997,Revelstoke,46.2
2004,Revelstoke,28
1997,Independence.Pass..Butte...Aspen.,23.6
1995,Revelstoke,0.5
2002,Revelstoke,67.9
1999,Revelstoke,60.4
1994,Revelstoke,51.8
1997,Revelstoke,48.2
2007,Revelstoke,4.7
2003,Revelstoke,36
1999,Revelstoke,62.4
2016,Revelstoke,22
2011,Revelstoke,20
1994,Revelstoke,52.2
2019,Revelstoke,28.6
2017,Revelstoke,4.5
1996,Revelstoke,44.9
1999,Revelstoke,12.4
2010,Revelstoke,30.7
2000,Revelstoke,43.6
2000,Revelstoke,65
2001,Cascade.Purgatory.,16.2
1994,Revelstoke,51
1993,Revelstoke,15.2
1994,Revelstoke,50.2
2007,Revelstoke,22.6
2008,squaw,40
1997,Revelstoke,44.2
1994,Revelstoke,47.8
2007,Revelstoke,4.2
1997,Revelstoke,34.1
2010,Revelstoke,33.1
1994,Revelstoke,43
1994,Revelstoke,40.3
1988,squaw,29.7
2012,Revelstoke,19.7
1996,Revelstoke,51.4
1994,Revelstoke,39.8
1994,Revelstoke,39.3
1997,Revelstoke,35.7
1982,Independence.Pass..Butte...Aspen.,20.8
2014,Revelstoke,6.2
2002,Revelstoke,37.7
1996,Revelstoke,50.4
2012,Revelstoke,19.2
1994,Revelstoke,38.1
2004,Revelstoke,38.5
1994,Revelstoke,36.9
1996,Revelstoke,64.6
2015,Revelstoke,34.2
2015,Revelstoke,40.3
1994,Revelstoke,28.2
1992,Revelstoke,10.8
1994,Revelstoke,14.6
2016,Revelstoke,12
2017,Revelstoke,2.5
2007,Revelstoke,12.8
1994,Revelstoke,28.1
1994,Revelstoke,27.4
1996,Revelstoke,33.9
2009,Revelstoke,38.2
2006,Revelstoke,37.6
2008,Revelstoke,48.9
1994,Revelstoke,26.3
1996,Revelstoke,52.3
2000,Revelstoke,48.4
1994,Revelstoke,20.2
2013,Revelstoke,56.1
2002,Revelstoke,51.1
1996,Revelstoke,22.6
2017,Revelstoke,50.5
2005,Revelstoke,37.5
1999,Revelstoke,1.9
1981,VailMountain,15.7
2015,Revelstoke,16.3
1999,Revelstoke,22.3
1994,Revelstoke,9
2008,Butte,23.7
2016,Revelstoke,1.6
1994,Revelstoke,7.1
1993,Park.Reservoir.Powderhorn.,49.5
1993,Revelstoke,23.1
1995,Revelstoke,30
2013,Revelstoke,30.9
1988,Cascade.Purgatory.,7.3
1995,Revelstoke,26
1995,Revelstoke,6.9
1999,Revelstoke,42
2007,Revelstoke,58.8
2010,Revelstoke,31.2
1994,Revelstoke,2.1
2002,LakeEldora,7.1
1994,Revelstoke,6.6
1993,Revelstoke,21.1
1997,Revelstoke,52.9
1999,Revelstoke,64.6
2004,Revelstoke,41.7
1994,Revelstoke,6.9
2018,Revelstoke,18.1
2003,Revelstoke,39.3
2000,Butte,13.3
2010,Revelstoke,37.4
2002,Revelstoke,12.4
2015,Red.Mtn.Pass.Telluride.,20.2
1995,Revelstoke,12.5
2009,Revelstoke,14.8
1994,Revelstoke,10.4
1994,Revelstoke,13.1
1992,Revelstoke,9.3
2007,Park.Reservoir.Powderhorn.,18.3
1992,Revelstoke,5.4
1992,Revelstoke,10.3
1994,Revelstoke,14.1
1997,North.Lost.Trail,22.8
1999,Revelstoke,19.8
2015,Revelstoke,14.9
2012,Jackson Hole,24.3
1994,Revelstoke,16.3
2009,Revelstoke,25.1
1994,Revelstoke,16.4
1987,Red.Mtn.Pass.Telluride.,34.1
2000,Revelstoke,7.7
2001,Revelstoke,0.8
2006,Revelstoke,25.8
2001,Revelstoke,35.2
1994,Revelstoke,17.3
1998,Revelstoke,65.1
1999,Revelstoke,11.8
2017,Revelstoke,33.9
1994,Revelstoke,18.1
1996,Revelstoke,13
2000,Revelstoke,31.7
2017,Revelstoke,40.7
2017,Revelstoke,35.9
2007,Revelstoke,8.3
1994,Revelstoke,19.1
2018,Revelstoke,51.2
2011,Revelstoke,16.3
2014,FreemontPass.skiCooper.Copper.Breck.,25.6
2000,Revelstoke,5
1994,Revelstoke,20.4
2000,Revelstoke,9.4
1993,Revelstoke,5.3
2009,Park.Reservoir.Powderhorn.,28.3
2018,Revelstoke,54.2
1994,Revelstoke,20.6
2017,Revelstoke,48.1
2016,Revelstoke,50.8
